SentenceID,CodeSwitchedSentence,IndicesOfCodeSwitchedWord,IndicesOfPunctuation,TranslatedSentence,AddedWordList
1701,如 有 问题 请 联系 ： email ： em@125,[6_7_8],[5_7_8],em@126,
1702,可以 啊 ， 联系 我 ， 可以 email 我,[7],[2_5],可以啊，联系我，可以电子邮件我,
1703,住 park forest apartment .,[1_2_3_4],[4],住公园森林公寓.,
1704,地址 ： imperial towers 。,[2_3_4],[1_4],地址：皇家塔楼。,
1705,我们 是 一 对 couple ， 方便 出租 吗 ？,[4_5],[5_9],我们是一对情侣，方便出租吗？,
1706,有些 调整 ， 出租 main bedroom,[4_5],[2],有些调整，出租主卧室,
1707,em@33 tim 请 问 你 是 有 椅子 卖 吗 ？,[0_1],[0_10],em@147,
1708,从 jfk 回 村里 。,[1],[4],从肯尼迪回村里。,
1709,usp = sharing 如 有 兴趣 ， 请 回复 或 发 邮件 至 ： em@148,[0_1_2],[1_6_13_14],em@149,
1710,停 fuji 门口 不行 ？,[1],[4],停fuji门口不行？,
1711,求 ride for five,[1_2_3],,求五个人的车,
1712,没 用 过 budget 。,[3_4],[4],没用过预算。,
1713,刚 在 网上 又 看 了 一下 ， 好多 说 budget 的 车况 要 好 一些 ， 准备 订 budget 了 。,[10_19],[7_16_21],刚在网上又看了一下，好多说预算的车况要好一些，准备订预算了。,
1714,me too ， 也 有 人 给 我 发 网址 。,[0_1_2],[2_10],我也是，也有人给我发网址。,
1715,vin report 见 附图 ！,[0_1],[4],车辆识别码见附图！,
1716,你 看 过 有 多少 比例 是 excellent 吗 ？,[7],[9],你看过有多少比例是优秀吗？,
1717,preferred 通讯 方式 是 em@144,[0],[4],em@145,
1718,现 at&t family plan 空余 两 条 线 。,[2_3],[8],现at&t家庭套餐空余两条线。,
1719,也 可以 提供 ride 组团 前往 周边 景点 （ 大 瀑布 、 hershey 巧克力 工厂 等 ） 或 outlets （ 匹兹堡 、 费城 、 delaware 免 税 州 、 纽约 等 ） 。,[3_12_18_19_24],[8_11_16_19_21_23_28_31_32],也可以提供拼车组团前往周边景点（大瀑布、赫尔希巧克力工厂等）或outlets（匹兹堡、费城、delaware免税州、纽约等）。,
1720,黑色 椅子 ( brand new ) : $ 56 .,[3_4_5_6_7_8_9],[2_5_6_7_9],黑色椅子(崭新的):$56.,[56]
1721,付款 方式 ： 现金 pick up 和 delivery 时间 ： 6/20 至 6/26 联系 邮箱 ： em@150,[4_5_7],[2_9_15_16],em@151,
1722,table set 已 出售,[0_1],,桌子套装已出售,
1723,一般 一 个 月 需 多少 money ？,[6_7],[7],一般一个月需多少钱？,
1724,可以 询问 下 applied linguistics 的 老师 和 同学 ， 留心 广告,[3_4],[9],可以询问下应用语言学的老师和同学，留心广告,
1725,请 直接 联系 uncle chen 的 老板 林 先生 咨询 详细 情况 。,[3_4],[12],请直接联系陈叔叔的老板林先生咨询详细情况。,
1726,四 层 小 书架 small bookcase$83 .,[4_5_6],[6],四层小书架小bookcase$83.,[bookcase$83]
1727,usp = sharing 如 有 兴趣 ， 请 回复 或 发 邮件 至 ： em@148,[0_1_2],[1_6_13_14],em@149,
1728,不管 哪种 都 需 去 office 申请 和 签 lease 。,[5_9_10],[10],不管哪种都需去office申请和签租金。,
1729,房间 还 是 available 的,[3],,房间还是有位置的,
1730,也 可以 提供 ride 组团 前往 周边 景点 （ 大 瀑布 、 hershey 巧克力 工厂 等 ） 或 outlets （ 匹兹堡 、 费城 、 delaware 免 税 州 、 纽约 等 ） 。,[3_12_18_19_24],[8_11_16_19_21_23_28_31_32],也可以提供拼车组团前往周边景点（大瀑布、赫尔希巧克力工厂等）或outlets（匹兹堡、费城、delaware免税州、纽约等）。,
1731,请 问 楼主 现在 还 提供 ride 吗 ？,[6],[8],请问楼主现在还提供拼车吗？,
1732,客服 很 nice ， 丢 单 必 补 ， 从不 赖账 ；,[2_3],[3_8_11],客服很好，丢单必补，从不赖账；,
1733,ebay 上 看看 吧 。,[0],[4],易趣上看看吧。,
1734,有 谁 想 在 labor day weekends 去 penn state white course 打球 呀 ？,[4_5_6_8_9_10_11],[14],有谁想在劳动节周末去宾州州立大学白路打球呀？,
1735,问 一下 ， 一般 这 种 daycare 一 个 月 需要 多少 dollar .,[6_12_13],[2_13],问一下，一般这种日托一个月需要多少美元.,
1736,因为 是 resident house ， 房子 周边 非常 安静 。,[2_3_4],[4_9],因为是居民住宅，房子周边非常安静。,
1737,如果 有 兴趣 ， 请 联系 房东 的 儿子 joseph （ em@152,[9_10_11],[3_10_11],em@153,
1738,你 好 ， 房东 jim 的 电话 是 814-3607936 。,[4_8_9],[2_9],你好，房东吉姆的电话是814-3607936。,
1739,html 有意 请 站 内 短信 或 发 邮件 到 em@154,[0],[10],em@155,
1740,是 在 学校 可以 办理 还是 需要 去 某 一些 office ， 可以 网上 办理 吗 ？,[10_11],[11_16],是在学校可以办理还是需要去某一些office，可以网上办理吗？,
1741,还 想 再 麻烦 问 您 一下 ， 去 hub 哪里 办理 这个 公证 呢 ?,[9],[7_15],还想再麻烦问您一下，去中心哪里办理这个公证呢?,
1742,地址 ： imperial towers .,[2_3_4],[1_4],地址：imperialtowers.,[towers]
1743,gone ， 谢谢 大家,[0_1],[1],没有了，谢谢大家,
1744,5-$3 无 物品 照片 请 email 联系 em@128,[0_5],[7],em@156,
1745,地址 ： imperial towers .,[2_3_4],[1_4],地址：imperialtowers.,[towers]
1746,公共 区域 有 沙发 餐桌 之 类 的 ， 冰箱 有 ice maker 。,[11_12_13],[8_13],公共区域有沙发餐桌之类的，冰箱有制冰器。,
1747,我们 基本 没有 什么 好 的 办法 ， 当时 整个 人 基本 快 崩溃 了 ， 如果 是 state college 机场 还 能 让 朋友 救急 ， 跑 个 两 趟 三 趟 ， 这 纽约 真的 没 任何 办法 了 。,[18_19],[7_15_26_33_41],我们基本没有什么好的办法，当时整个人基本快崩溃了，如果是statecollege机场还能让朋友救急，跑个两趟三趟，这纽约真的没任何办法了。,
1748,就是 我们 论坛 上 的 【 提供 ride 】 的 人,[7_8],[5_8],就是我们论坛上的【提供拼车】的人,
1749,再 发 一 个 纯 技术 贴 ， 谈 谈 往返 jfk 到底 成本 多少 。,[11],[7_15],再发一个纯技术贴，谈谈往返肯尼迪到底成本多少。,
1750,地址 ： imperial towers 。,[2_3_4],[1_4],地址：皇家塔楼。,
1751,电话 ： pn-26 （ 建议 短信 联系 ） email ： em@137,[8_9_10],[1_2_3_7_9_10],em@157,
1752,同时 也 欢迎 拿 gre 备考 资料 来 交换 。,[4],[9],同时也欢迎拿美国研究生入学考试备考资料来交换。,
1753,地址 ： imperial towers 。,[2_3_4],[1_4],地址：皇家塔楼。,
1754,请 email : em@158,[1_2_3],[2_3],em@159,
1755,地址 ： imperial towers 。,[2_3_4],[1_4],地址：皇家塔楼。,
1756,物业 非常 nice ， 维修 非常 及时 。,[2_3],[3_7],物业非常好，维修非常及时。,
1757,park crest 新房 。,[0_1],[3],波峰公园新房。,
1758,物业 非常 nice ， 维修 非常 及时 。,[2_3],[3_7],物业非常好，维修非常及时。,
1759,本 周末 往返 纽约 求 ride ， 8 .,[5_6_7_8],[6_8],本周末往返纽约求拼车，8.,[8]
1760,本人 有 king size 床 和 twin 床 各 一 套 ， 需要 可以 联系 我 ， em@160,[2_3_6],[11_16_17],em@161,
1761,另外 ， 本人 作息 规律 ， 不 会 开 party ， 无 不良 嗜好 ， 人 非常 好 相处,[9_10],[1_5_10_14],另外，本人作息规律，不会开派对，无不良嗜好，人非常好相处,
1762,我 的 邮箱 ： sunny em@162,[4_5],[3_5],em@163,
1763,rt ， xxi 想 买 个 蓝 牙 speaker 。,[0_1_2_8_9],[1_9],rt，xxi想买个蓝牙音响。,
1764,放在 toilet 洗 衣服 很 方便 。,[1],[6],放在厕所洗衣服很方便。,
1765,虽然 是 mini washer ， 但是 日常 衣物 洗 起来 都 毫 无 压力 。,[2_3_4],[4_14],虽然是迷你洗衣机，但是日常衣物洗起来都毫无压力。,
1766,标题 加 tag,[2],,标题加标签,
1767,求 问 吸尘器 新 旧 程度 及 购买 方式 ~ ~ thx ~ ~,[11_12_13],[9_10_12_13],求问吸尘器新旧程度及购买方式~~谢谢~~,
1768,求 ride 去 大 瀑布 ， anytime before agu .,[1_6_7_8_9],[5_9],求拼车去大瀑布，在之前agu任何时间.,[agu]
1769,因 在 国内 电话 不 方便 ， 如有 意向 请 联系 email : em@164,[11_12_13],[6_12_13],em@165,
1770,必需 要 能 工作 later night 和 大部分 橄榄球 周末 。,[4_5],[10],必需要能工作下半夜和大部分橄榄球周末。,
1771,可以 联系 几 个 人 一起 住 hotel 。,[7_8],[8],可以联系几个人一起住旅店。,
1772,最好 是 couple ， 稳定 一点 的 那 种 。,[2_3],[3_9],最好是情侣，稳定一点的那种。,
1773,我 想 加入 family plan,[3_4],,我想加入家庭套餐,
1774,usp = sharing 联系 方式 ： pn-27 （ 最好 短信 ） 或者 em@166,[0_1_2],[1_5_6_7_10_12],em@167,
1775,有 兴趣 可 email ： weiminchen .,[3_4_5_6],[4_6],有兴趣可电子邮件：weiminchen.,[weiminchen]
1776,还 有 一 间 available,[4],,还有一间有位置,
1777,gone 已 出,[0],,没有了已出,
1778,hello 我 回复 了 你 邮件 ， 不 知道 你 有 没 有 查收 到 ？,[0],[6_15],你好我回复了你邮件，不知道你有没有查收到？,
1779,大家 好 ， 我 是 今年 新生 graduate student ， 想 找 有 family plan 缺 人 的 同学 一 起 加入 ， 有意 的 请 联系 ： sunny em@162,[7_8_9_13_14_28_29],[2_9_22_27_29],em@168,
1780,另外 state college 逛街 买 衣服 什么 的 一般 是 在 哪里 买 ？,[1_2],[13],另外statecollege逛街买衣服什么的一般是在哪里买？,
1781,其次 是 grove city ， 开车 两 个 半 小时 店铺 多 一点 ， 第三 就 是 费城 的 premium outlet 开车 三 个 半 小时 。,[2_3_4_19_20],[4_13_26],其次是格罗夫市，开车两个半小时店铺多一点，第三就是费城的优质商店开车三个半小时。,
1782,顶 一 楼 ， 推荐 crossing,[5],[3],顶一楼，推荐路口,
1783,不然 回 不 了 村 了 tat,[6],,不然回不了村了达,
1784,想要 的 给 我 email ： em@169,[4_5_6],[5_6],em@170,
1785,同 求 email ： em@171,[2_3_4],[3_4],em@172,
1786,5-$3 无 物品 照片 请 email 联系 em@128,[0_5],[7],em@156,
1787,提供 ride ： 8 .,[1_2_3_4],[2_4],提供拼车：8.,[8]
1788,你 好 ， 床 是 full size 的 吗 ？,[5_6],[2_9],你好，床是全尺寸的吗？,
1789,如 题 email : em@171,[2_3_4],[3_4],em@173,
1790,联系 方式 ： email : em@171,[3_4_5],[2_4_5],em@174,
1791,选择 standard shipping 即 可 免 运费 。,[1_2],[7],选择标准运输即可免运费。,
1792,出门 有 r ， rp ， rc 线 .,[2_3_4_5_6],[3_5_8],出门有r，rp，rc线.,
1793,如 题 text pn-17,[2_3],[3],如题短信联系717-668-3776,
1794,加 tag 标题,[1],,加标签标题,
1795,啊 不 好意思 没有 full size 而 是 twin size,[4_5_8_9],,啊不好意思没有全尺寸而是双胞胎大小,
1796,gone 已 出,[0],,没有了已出,
1797,html 联系 方式 em@144,[0],[3],em@175,
1798,s = furniture&ie = utf8&qid = 1439152114&sr=1-2 ） ， 还有 一 个 spring box 。,[0_1_2_3_4_5_6_7_8_12_13_14],[1_3_5_7_8_14],s=furniture&ie=utf8&qid=1439152114&sr=1-2），还有一个springbox。,
1799,是 full size 的 。,[1_2],[4],是全尺寸的。,
1800,s = industrial&ie = utf8&qid = 1438918098&sr=1-1&keywords = folding+shopping + cart 有 兴趣 尽快 联系 我 哦 em@169,[0_1_2_3_4_5_6_7_8_9_10],[1_3_5_7_9_17],em@176,
1801,是 van 吗 ？,[1],[3],是van吗？,
1802,hello 美女 。,[0],[2],你好美女。,
1803,tag 过度 依赖 用户 的 自觉 ， 也 容易 重复 和 混乱 。,[0],[6_12],标签过度依赖用户的自觉，也容易重复和混乱。,
1804,求购 一 辆 二手 自行车 ， 最好 带 头盔 ， 请 联系 sunny em@162,[12_13],[5_9_13],em@177,
1805,但 我 十分 喜欢 beetle 。,[4_5],[5],但我十分喜欢甲壳虫。,
1806,gone 已 出,[0],,没有了已出,
1807,hello ， 能 发 图片 看看 嘛 ？,[0_1],[1_7],你好，能发图片看看嘛？,
1808,这 份 协议 里 不仅 包括 了 折扣 ， 还 包括 了 fee waiver ， 其中 包括 万 恶 的 激活 费 。,[12_13_14],[8_14_22],这份协议里不仅包括了折扣，还包括了减免费用，其中包括万恶的激活费。,
1809,楼 主 : in august we created this plan ;,[3_4_5_6_7_8_9],[2_9],楼主:在八月我们制定了这个计划;,
1810,and then we heard about the premier plan ， and joined it 楼 主 : so ， could the activation fee be waived ?,[0_1_2_3_4_5_6_7_8_9_10_11_15_16_17_18_19_20_21_22_23],[8_14_16_23],然后我们听说了首席计划，并加入了它楼主:所以，是否可以免除启动费?,
1811,楼 主 : thx a lot !,[3_4_5_6],[2_6],楼主:非常感谢!,
1812,楼 主 : yep !,[3_4],[2_4],楼主:对的!,
1813,只要 holder 是 employee 就 可以 ， 大家 可以 考虑 抱 大腿,[1_3],[6],只要所有人是员工就可以，大家可以考虑抱大腿,
1814,至少 2-3年 php 开发 经验 ， 有 电子 商务 相关 项目 开发 经验 优先 ；,[1_2],[5_14],至少2-3年php开发经验，有电子商务相关项目开发经验优先；,
1815,熟悉 mysql 以及 各 种 缓存 技术 ， 熟悉 各 种 条件 查询 ；,[1],[7_13],熟悉mysql以及各种缓存技术，熟悉各种条件查询；,
1817,gone 已 出,[0],,没有了已出,
1818,建议 先 考 permit ， 反正 只要 笔试 。,[3_4],[4_8],建议先考许可证，反正只要笔试。,
1819,有 人 有 ride 吗 ？,[3],[5],有人有拼车吗？,
1820,apex 显像管 电视 ， 用 起来 没 任何 问题 ， 带 remote ， em@178,[0_11_12_13],[3_9_12_13],em@179,
1821,就 在 downtown 一 个 香港 医生,[2],,就在市中心一个香港医生,
1822,heating pad : 缓解 肌肉 酸痛$10,[0_1_2],[2],加热垫:缓解肌肉酸痛$10,
1823,你 去 学校 的 lion surplus 看看,[4_5],,你去学校的狮子盈余看看,
1824,本人 已 到 penn state ， 想 购买 一 张 （ 最好 是 没有 照片 的 .,[3_4_5],[5_10_16],本人已到宾州州立大学，想购买一张（最好是没有照片的.,
1825,感 兴趣 的 请 联系 yux em@180,[5_6],[6],em@181,
1826,两 张 queen size 的 床 ， 包括 mattress ， box ， 和 床 架子 。,[2_3_8_9_10_11],[6_9_11_15],两张大号的床，包括床垫，箱子，和床架子。,
1827,p = / discussion/44 / 求教 如何 在 新 bbs 上 发图#latest,[0_1_2_3_4_9],[1_2_4],p=/discussion/44/求教如何在新论坛上发图#latest,
1828,可以 的 ~ 租车 的 时候 记得 带 着 passport 就好,[9],[2],可以的~租车的时候记得带着护照就好,
1829,和 health center 预约 一下 就好 。,[1_2],[6],和健康中心预约一下就好。,
1830,大家 好 ， 我 是 paggie/孫佩嫻 ， 是 state college at&t 的 一 名 正式 员工 。,[8_9_10],[2_6_16],大家好，我是paggie/孫佩嫻，是statecollegeat&t的一名正式员工。,
1831,at&t 的 plan 还是 很 划算 的,[0_2],,at&t的计划还是很划算的,
1832,prefer 短信 。,[0],[2],比较喜欢短信。,
1833,你 好 ， 就是 一 个 crib,[6],[2],你好，就是一个婴儿床,
1834,适合 size 娇小 的 女生 。,[1],[5],适合大小娇小的女生。,
1835,可以 deliver 。,[1_2],[2],可以发出。,
1836,找到 ride 了 吗 ？,[1],[4],找到拼车了吗？,
1837,床 是 什么 size ?,[3_4],[4],床是什么大小?,
1838,请 问 楼主 有 full size box 或者 bed frame 吗 ？,[4_5_6_8_9],[11],请问楼主有全尺寸盒子或者床架吗？,
1839,你 好 ， 谢谢 你 的 信息 ， 奇怪 的 是 这个 bbs 竟然 没有 回复 别的 留言 的 功能 。,[12],[2_7_20],你好，谢谢你的信息，奇怪的是这个论坛竟然没有回复别的留言的功能。,
1840,请 问 楼主 有 full size bed frame 吗 ？,[4_5_6_7],[9],请问楼主有全尺寸床架吗？,
1841,可以 给 新 老生 提供 chase 的 信用卡 referral .,[5_8_9],[9],可以给新老生提供美国大通银行的信用卡引荐信.,
1842,你 这样 只 想 着 自己 的 好处 不 给 别人 分 ， 用 你 链接 的 跟 直接 申请 一样 ， 那 谁 会 去 找 你 refer 啊 ？,[28],[12_21_30],你这样只想着自己的好处不给别人分，用你链接的跟直接申请一样，那谁会去找你参照啊？,
1843,本人 在 读 phd ， 女生 。,[3_4],[4_6],本人在读研究生，女生。,
1844,包括 所有 utility 。,[2_3],[3],包括所有设施。,
1845,parkway plaza 的 位置 很 好 。,[0_1],[6],parkwayplaza的位置很好。,
1846,对面 就是 超市 ， 在 r ， rc bus 线上 。,[5_6_7_8],[3_6_10],对面就是超市，在r，rcbus线上。,
1847,具体 你 可以 短信 联系 我 （ pn-28 ） ， 因为 我 不 常 上 bbs 的 。,[15],[6_7_8_9_17],具体你可以短信联系我（217-454-6287），因为我不常上论坛的。,
1848,moving sale 继续 ， 除 新鲜 蔬菜 外 所有 商品 有 额外 10 % off 的 折扣 ， 并且 可 与 其它 折扣 叠加 。,[0_1_14],[3_13_17_24],搬家销售继续，除新鲜蔬菜外所有商品有额外10%减价的折扣，并且可与其它折扣叠加。,[10]
