SentenceID,CodeSwitchedSentence,TranslatedSentence,UntranslatedWord,IndicesOfCodeSwitchedWord,IndicesOfCodeSwitchedWordInTranslation,IndicesOfPunctuation,IndicesOfPunctuationInTranslation
PSU_1761,是 full size 的 。,是 全尺寸 的 。,[],[1_2],[1],[4],[3]
PSU_1763,是 van 吗 ？,是 van 吗 ？,[van],[1],[1],[3],[3]
PSU_1764,hello 美女 。,你 好 美女 。,[],[0],[0_1],[2],[3]
PSU_1765,tag 过度 依赖 用户 的 自觉 ， 也 容易 重复 和 混乱 。,标签 过度 依赖 用户 的 自觉 ， 也 容易 重复 和 混乱 。,[],[0],[0],[6_12],[6_12]
PSU_1769,hello ， 能 发 图片 看看 嘛 ？,你 好 ， 能 发 图片 看看 嘛 ？,[],[0_1],[0_1_2],[1_7],[2_8]
PSU_1770,这 份 协议 里 不仅 包括 了 折扣 ， 还 包括 了 fee waiver ， 其中 包括 万 恶 的 激活 费 。,这 份 协议 里 不仅 包括 了 折扣 ， 还 包括 了 减免 费用 ， 其中 包括 万 恶 的 激活 费 。,[],[12_13_14],[12_13_14],[8_14_22],[8_14_22]
PSU_1771,楼 主 : in august we created this plan ;,楼主 : 在 八月 我们 制定 了 这个 计划 ;,[],[3_4_5_6_7_8_9],[0_1_2_3_4_5_6_7_8_9],[2_9],[1_9]
PSU_1772,and then we heard about the premier plan ， and joined it 楼 主 : so ， could the activation fee be waived ?,然后 我们 听说 了 首席 计划 ， 并 加入 了 它 楼主 : 所以 ， 是否 可以 免除 启动 费 ?,[],[0_1_2_3_4_5_6_7_8_9_10_11_15_16_17_18_19_20_21_22_23],[0_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20],[8_14_16_23],[6_12_14_20]
PSU_1774,楼 主 : yep !,楼主 : 对的 !,[],[3_4],[0_1_2_3],[2_4],[1_3]
PSU_1775,只要 holder 是 employee 就 可以 ， 大家 可以 考虑 抱 大腿,只要 所有 人 是 员工 就 可以 ， 大家 可以 考虑 抱 大腿,[],[1_3],[1_2_4],[6],[7]
PSU_1779,建议 先 考 permit ， 反正 只要 笔试 。,建议 先 考 许可证 ， 反正 只要 笔试 。,[],[3_4],[3_4],[4_8],[4_8]
PSU_1780,有 人 有 ride 吗 ？,有 人 有 拼车 吗 ？,[],[3],[3],[5],[5]
PSU_1782,就 在 downtown 一 个 香港 医生,就 在 市中心 一 个 香港 医生,[],[2],[2],,
PSU_1787,两 张 queen size 的 床 ， 包括 mattress ， box ， 和 床 架子 。,两 张 大号 的 床 ， 包括 床垫 ， 箱子 ， 和 床 架子 。,[],[2_3_8_9_10_11],[2_7_8_9_10],[6_9_11_15],[5_8_10_14]
PSU_1789,可以 的 ~ 租车 的 时候 记得 带 着 passport 就好,可以 的 ~ 租车 的 时候 记得 带着 护照 就好,[],[9],[7_8],[2],[2]
PSU_1792,at&t 的 plan 还是 很 划算 的,at&t 的 计划 还是 很 划算 的,[],[0_2],[0_2],,[0]
PSU_1793,prefer 短信 。,比较 喜欢 短信 。,[],[0],[0_1],[2],[3]
PSU_1794,你 好 ， 就是 一 个 crib,你 好 ， 就是 一 个 婴儿床,[],[6],[6],[2],[2]
PSU_1795,适合 size 娇小 的 女生 。,适合 大小 娇小 的 女生 。,[],[1],[1],[5],[5]
PSU_1796,可以 deliver 。,可以 发出 。,[],[1_2],[1_2],[2],[2]
PSU_1797,找到 ride 了 吗 ？,找到 拼车 了 吗 ？,[],[1],[1],[4],[4]
PSU_1798,床 是 什么 size ?,床 是 什么 大小 ?,[],[3_4],[3_4],[4],[4]
PSU_1799,请 问 楼主 有 full size box 或者 bed frame 吗 ？,请 问 楼主 有 全尺寸 盒子 或者 床架 吗 ？,[],[4_5_6_8_9],[4_5_7],[11],[9]
PSU_1800,你 好 ， 谢谢 你 的 信息 ， 奇怪 的 是 这个 bbs 竟然 没有 回复 别的 留言 的 功能 。,你 好 ， 谢谢 你 的 信息 ， 奇怪 的 是 这个 论坛 竟然 没有 回复 别的 留言 的 功能 。,[],[12],[12],[2_7_20],[2_7_20]
PSU_1801,请 问 楼主 有 full size bed frame 吗 ？,请 问 楼主 有 全尺寸 床架 吗 ？,[],[4_5_6_7],[4_5],[9],[7]
PSU_1802,可以 给 新 老生 提供 chase 的 信用卡 referral .,可以 给 新 老生 提供 美国 大通 银行 的 信用卡 引荐 信 。,[],[5_8_9],[5_6_7_10_11_12],[9],[12]
PSU_1803,你 这样 只 想 着 自己 的 好处 不 给 别人 分 ， 用 你 链接 的 跟 直接 申请 一样 ， 那 谁 会 去 找 你 refer 啊 ？,你 这样 只 想 着 自己 的 好处 不 给 别人 分 ， 用 你 链接 的 跟 直接 申请 一样 ， 那 谁 会 去 找 你 参照 啊 ？,[],[28],[28],[12_21_30],[12_21_30]
PSU_1804,本人 在 读 phd ， 女生 。,本人 在 读 研究生 ， 女生 。,[],[3_4],[3_4],[4_6],[4_6]
PSU_1805,包括 所有 utility 。,包括 所有 设施 。,[],[2_3],[2_3],[3],[3]
PSU_1808,具体 你 可以 短信 联系 我 （ pn-28 ） ， 因为 我 不 常 上 bbs 的 。,具体 你 可以 短信 联系 我 （ 217-454-6287 ） ， 因为 我 不 常 上 论坛 的 。,[],[15],[15],[6_7_8_9_17],[6_7_8_9_17]
PSU_1809,moving sale 继续 ， 除 新鲜 蔬菜 外 所有 商品 有 额外 10% off 的 折扣 ， 并且 可 与 其它 折扣 叠加 。,搬家 销售 继续 ， 除 新鲜 蔬菜 外 所有 商品 有 额外 10% 减价 的 折扣 ， 并且 可 与 其它 折扣 叠加 。,[],[0_1_13],[0_1_13],[3_16_23],[3_12_16_23]
PSU_1810,最好 给 ride ， 也 可以 一起 包车 或者 一起 租车 。,最好 给 拼车 ， 也 可以 一起 包车 或者 一起 租车 。,[],[2_3],[2_3],[3_11],[3_11]
PSU_1811,多少 mile 啊 ？,多少 英里 啊 ？,[],[1],[1],[3],[3]
PSU_1813,想 租车 自己 开 过去 ， 看看 有 没 有 人 一起 走 share 一下 。,想 租车 自己 开 过去 ， 看看 有 没 有 人 一起 走 公共 的 一下 。,[],[13],[13_14],[5_15],[5_16]
PSU_1816,近期 可以 尝试 一下 在 google 中 以 ［ 关键 字 site : bbs .,近期 可以 尝试 一下 在 谷歌 中 以 ［ 关键 字 网站 : bbs 。,[bbs],[5_11_12_13_14],[5_11_12_13_14],[8_12_14],[8_12_14]
PSU_1817,在 学校 gym,在 学校 健身房,[],[2],[2],,
PSU_1818,不可以 ， 要 签 一 年 的 lease,不可以 ， 要 签 一 年 的 租金,[],[7],[7],[1],[1]
PSU_1819,毗邻 downtown 。,毗邻 市中心 。,[],[1_2],[1_2],[2],[2]
PSU_1821,有 没 有 box 呢 ？,有 没 有 箱子 呢 ？,[],[3],[3],[5],[5]
PSU_1826,物品 的 availability 以 google drive 为准 ， 欢迎 询问 。,物品 的 可用性 以 谷歌 云 盘 为准 ， 欢迎 询问 。,[],[2_4_5],[2_4_5_6],[7_10],[8_11]
PSU_1829,我 没有 多少 要求 ， 地点 远近 皆 可 ， 男女 无所谓 ， 喜欢 安静 一 点 的 环境 ， 但是 绝对 no smoking 。,我 没有 多少 要求 ， 地点 远近 皆 可 ， 男女 无所谓 ， 喜欢 安静 一 点 的 环境 ， 但是 绝对 禁止 吸烟 。,[],[22_23_24],[22_23_24],[4_9_12_19_24],[4_9_12_19_24]
PSU_1835,最后 房间 的 cleaning fee 不 用 担心 ！,最后 房间 的 清理 费用 不用 担心 ！,[],[3_4],[3_4_5],[8],[7]
PSU_1836,prefer 女生 ， couple 也 可以,比较 喜欢 女生 ， 情侣 也 可以,[],[0_3],[0_1_4],[2],[3]
PSU_1838,最后 我 写信 问 的 结果 也 是 ‘ due to business decision ’ 这样 的 空话 。,最后 我 写信 问 的 结果 也 是 ‘ 由于 业务 决策 ’ 这样 的 空话 。,[],[9_10_11_12_13],[9_10_11_12],[8_13_17],[8_12_16]
PSU_1839,在线 的 live chat 基本 可以 解决 我 的 所有 问题,在线 的 在线 对话 基本 可以 解决 我 的 所有 问题,[],[2_3],[3],,
PSU_1840,貌似 如果 花 功夫 去 argue 是 可以 最后 给 你 寄 支票 的 ， 但是 会 拖 很 久 。,貌似 如果 花 功夫 去 争论 是 可以 最后 给 你 寄 支票 的 ， 但是 会 拖 很久 。,[],[5],[5_18_19],[14_20],[14_19]
PSU_1843,house 送 两 个 免费 车位 ， lease 从 7 .,房子 送 两 个 免费 车位 ， 租金 从 7 。,[],[0_7],[0_7_9_10],[6_10],[6_10]
PSU_1844,帮 朋友 出租 ： 有 两 个 bedroom 两 个 全 bathroom 的 公寓 ， 位置 好 .,帮 朋友 出租 ： 有 两 个 卧室 两 个 全 卧室 的 公寓 ， 位置 好 。,[],[7_11],[7_11],[3_14_17],[3_14_17]
PSU_1845,一般来说 有 ， 不过 也 有的 supplemental 出现 衣柜 不够 只 能 在 宿舍 里 多 摆 几 个 衣架 来 代替 的 情况,一般来说 有 ， 不过 也 有的 补充 出现 衣柜 不够 只 能 在 宿舍 里 多 摆 几 个 衣架 来 代替 的 情况,[],[6],[6],[2],[2]
PSU_1847,king size 床 已 出 。,特大号 床 已 出 。,[],[0_1],[0],[5],[4]
PSU_1848,我们 是 一 对 couple ， 都 在 penn state 读 phd 。,我们 是 一 对 情侣 ， 都 在 宾州 州立 大学 读 研究生 。,[],[4_5_8_9_11_12],[4_5_8_9_10_12_13],[5_12],[5_13]
PSU_1851,所有 utility 我 都 会 交 ， ask for$450/person/month .,所有 设施 我 都 会 交 ， 询问 for$450/person/month 。,[],[1_7_8_9],[1_7_8_9],[6_9],[6_8_9]
PSU_1853,希望 同行 的 同学 能 share 一下 费用 。,希望 同行 的 同学 能 公共 的 一下 费用 。,[],[5],[5],[8],[9]
PSU_1855,现在 车 前身 等于 全新 ， 只 能 说 比 以前 更 好 了 ( 我 有 dealer 详细 的 repair sheet ) .,现在 车 前身 等于 全新 ， 只 能 说 比 以前 更 好 了 ( 我 有 零售商 详细 的 修理 单 ) 。,[],[17_20_21_22_23],[17_20_21_22_23],[5_14_22_23],[5_14_22_23]
PSU_1857,房间 描述 ： house 不 靠 马路 ， 非常 安静 。,房间 描述 ： 房子 不 靠 马路 ， 非常 安静 。,[],[3],[3],[2_7_10],[2_7_10]
PSU_1858,咨询 日期 和 价格 请 联系 ： pn-23 （ 短信 preferred ） ， 邮箱 em@190,咨询 日期 和 价格 请 联系 ： pn-23 （ 短信 偏爱 ） ， 邮箱 em@190,[],[10_11_12],[10_11_12],[6_7_8_11_12_14],[6_7_8_11_12_14]
PSU_1860,若 没有 人 买 ， 再 recycle 给 apple 公司 。,若 没有 人 买 ， 再 回收 给 苹果 公司 。,[],[6_8],[6_8],[4_10],[4_10]
PSU_2,本人 现在 在 lancaster 附近,本人 现在 在 兰卡斯特 附近,[],[3],[3],,
PSU_4,旁边 是 ymca 可以 健身 游泳 。,旁边 是 健身房 可以 健身 游泳 。,[],[2],[2],[6],[6]
PSU_5,车 牌号 或 vin 号 。,车 牌号 或 车辆 识别码 。,[],[3],[3_4_5],[5],[5]
PSU_11,坐标 ： 东方 超市 旁 ， giant 对面 的 college court 小区 。,坐标 ： 东方 超市 旁 ， 伟大 超市 对面 的 大学 场 小区 。,[],[6_9_10],[6_10_11],[1_5_12],[1_5_13]
PSU_17,copper beach oak hill 二 楼 一 间 房间 出租 ， 房间 敞亮 ， 有 床 有 书桌 ， 独立 浴室 ， 家具 都 有 。,库帕 海滩 橡树 山 （ 小 区名 ) 二 楼 一 间 房间 出租 ， 房间 敞亮 ， 有 床 有 书桌 ， 独立 浴室 ， 家具 都 有 。,[],[0_1_2_3],[0_1_2_3_4_5_6_7],[10_13_18_21_25],[4_7_14_17_22_25_29]
PSU_28,本人 住 在 heights ~,本人 住 在 海慈 小区 ~,[],[3_4],[3_4_5],[4],[5]
PSU_32,本人 住 在 heights,本人 住 在 海慈 小区,[],[3],[3_4],,
PSU_36,本人 女 phd 一 名 。,本人 女 博士生 一 名 。,[],[2],[2],[5],[5]
PSU_39,与 cruise 人员 协商 后 ， 对方 表示 可以 在 六 个 月 内 转手 给 他人 。,与 巡查 人员 协商 后 ， 对方 表示 可以 在 六 个 月 内 转手 给 他人 。,[],[1],[1],[5_17],[5_17]
PSU_42,联系 方式 ： jeff ， em@0,联系 方式 ： 杰夫 ， em@0,[],[3_4_5],[3_4_5],[2_4_5],[2_4_5]
PSU_46,爸 妈 两 人 ， 5/3 号 晚上 大概 10:30 的 飞机 到 newark 机场 。,爸 妈 两 人 ， 5/3 号 晚上 大概 10:30 的 飞机 到 纽瓦克 机场 。,[],[13],[13],[4_15],[4_5_9_15]
PSU_52,bryn 出租 ?,卜林恩 小区 出租 ?,[],[0],[0_1],[2],[3]
PSU_55,距离 车站 2-3 分钟 走路 时间 ， w ， nv 和 we 经过 车站 。,距离 车站 2-3 分钟 走路 时间 ， w号 公交线 ， nv号 公交线 和 we 线 公交线 经过 车站 。,[we],[7_8_9_11],[7_8_9_10_11_13_14_15],[6_8_14],[2_6_9_18]
PSU_58,copper beech aaron dr 有 兴趣 吗 ?,库帕 海滩 小区 西 艾伦 路 有 兴趣 吗,[],[0_1_2_3],[0_1_2_3_4_5],[7],
PSU_62,garden 一 室 一 厅 出租 。,花园 小区 一 室 一 厅 出租 。,[],[0],[0_1],[6],[7]
PSU_63,楼主 已 不再 往返 boston 。,楼主 已 不再 往返 波士顿 。,[],[4_5],[4_5],[5],[5]
PSU_71,本人 在 penn state 做 博 后 。,本人 在 宾州 州立 大学 做 博后 。,[],[2_3],[2_3_4_6_7],[7],[7]
PSU_86,出 greyhound bus 票 ， 3 .,出 灰狗 巴士 票 ， 。,[],[1_2],[1_2],[4_6],[4_5]
PSU_91,discover 信用卡 discover 可 作为 入门 信用卡 ， 要求 门槛 低 ， 适合 学生 等 没有 信用 记录 的 群体 。,探索 （ 名字 ） 信用卡 探索 可 作为 入门 信用卡 ， 要求 门槛 低 ， 适合 学生 等 没有 信用 记录 的 群体 。,[],[0_2],[0_1_2_3_5],[7_11_20],[1_3_10_14_23]
PSU_97,优点 ： state college 性价比 最高 的 一 室 一 厅 。,优点 ： 斯泰特 克里奇 性价比 最高 的 一 室 一 厅 。,[],[2_3],[2_3],[1_11],[1_11]
PSU_98,汽车 现在 是 学期 中 可以 坐 n v w ne nv vn ， 不 是 学期 中 坐 n v w a 。,汽车 现在 是 学期 中 可以 坐 nvwnenvvn 公交 路线 ， 不 是 学期 中 坐 nvwa 号 公交 路线 。,[],[7_8_9_10_11_12_13_19_20_21_22_23],[7_8_9_10_16_17_18_19_20],[13_23],[10_20]
PSU_103,家 附近 有 公交 v ， ve 和 vn 。,家 附近 有 公交v ， ve 和 vn 号 公交 。,[ve_vn],[4_5_6_8_9],[3_4_5_7_8],[5_9],[4_10]
PSU_105,newark 也 接,纽瓦克 也 接,[],[0],[0],,
PSU_109,费用 依 目的地 而 定 ， 但 希望 离 charlottesville 越 近 越 好 。,费用 依 目的地 而 定 ， 但 希望 离 夏洛茨维尔 越 近 越 好 。,[],[9],[9],[5_14],[5_14]
PSU_112,位于 bolton ave 。,位于 博尔顿 大道 。,[],[1_2_3],[1_2_3],[3],[3]
PSU_117,park crest 属于 村里 性价比 很 高 的 小区 ， 很 难 申请 到 ， 当时 花 了 不少 时间 和 精力 申请 。,帕克 克莱斯特 属于 村里 性价比 很 高 的 小区 ， 很 难 申请 到 ， 当时 花 了 不少 时间 和 精力 申请 。,[],[0_1],[0_1],[9_14_23],[9_14_23]
PSU_120,在 state college 买 菜 上学 等 代步 ， 性价比 高 。,在 斯泰特 克里奇 买 菜 上学 等 代步 ， 性价比 高 。,[],[1_2],[1_2],[8_11],[8_11]
PSU_129,大家 都 知道 park crest 是 村里 高 性价比 小区 之一 。,大家 都 知到 帕克 克莱斯特 是 村里 高 性价比 小区 之一 。,[],[3_4],[2_3_4],[11],[11]
PSU_130,走路 即 可 到 giant ， 东方 超市 购物 。,走路 即 可 到 伟大 超市 ， 东方 超市 购物 。,[],[4_5],[4],[5_9],[6_10]
PSU_131,坐标 ： college court ， 东方 超市 旁边 ， giant 超市 对面 。,坐标 ： 大学 场 小区 ， 东方 超市 旁边 ， 伟大 超市 对面 。,[],[2_3_4_9],[2_3_4_5_10],[1_4_8_12],[1_5_9_13]
PSU_132,好 房 短 租 park forest apartment 两 室 一 厅 ， 入住 时间 可 商议 。,好 房 短 租 帕克 克莱斯特 小区 两 室 一 厅 ， 入住 时间 可 商议 。,[],[4_5_6],[4_5_6],[11_16],[11_16]
PSU_135,cherry red 是 不 是 比较 吵 ?,车 厘红 是 不 是 比较 吵,[],[0_1],[0_1],[7],
PSU_138,park crest 属于 村里 性价比 很 高 的 小区 ， 当时 申请 也 花 了 不少 时间 功夫 。,帕克 克莱斯特 属于 村里 性价比 很 高 的 小区 ， 当时 申请 也 花 了 不少 时间 功夫 。,[],[0_1],[0_1],[9_18],[9_18]
PSU_139,车 在 state college pa 。,车 在 宾夕法尼亚 斯泰特 克里奇 。,[],[2_3_4_5],[2_3_4_5],[5],[5]
PSU_140,park crest 优先 ！,帕克 克莱斯特 优先 ！,[],[0_1],[0_1],[3],[3]
PSU_151,phd 最后 半 年 ， 女生 。,博士生 最后 半 年 ， 女生 。,[],[0],[0],[4_6],[4_6]
PSU_152,现 住 在 park crest terrace 。,现 住在 帕克 克莱斯特 小区 叠层 房 。,[],[3_4_5_6],[1_2_3_4_5_6_7],[6],[7]
PSU_156,药房 ： rite aid,药房 ： 里 特 艾德,[],[2_3],[2_3_4],[1],[1]
PSU_157,健身 ： ymca （ 可以 游泳 、 攀岩 、 健身 、 打球 ） 。,健身 ： 健身房 （ 可以 游泳 、 攀岩 、 健身 、 打球 ） 。,[],[2_3],[2_3],[1_3_6_8_10_12_13],[1_3_6_8_10_12_13]
PSU_161,交通 便利 ， 出门 就 是 r ， rp ， rc 等 公交 路线 ， 平均 大概 十 分钟 一 趟 。,交通 便利 ， 出门 就 是 r ， rp ， rc 等 公交 路线 ， 平均 大概 十 分钟 一 趟 。,[r_rp_rc],[6_7_8_9_10],[6_7_8_9_10],[2_7_9_14_21],[2_7_9_14_21]
PSU_167,房型 （ 具体 可以 参见 the pointe 官方 网站 ） ：,房型 （ 具体 可以 参见 破 音特 小区 官方 网站 ） ：,[],[5_6],[5_6_7],[1_9_10],[1_10_11]
PSU_169,若 直接 步行 去 学校 ， 也 只 需 二十 分钟 ， 比 parkway plaza 小区 离 学校 还 要 近 。,若 直接 步行 去 学校 ， 也 只 需 二十 分钟 ， 比 花园路 广场 小区 离 学校 还 要 近 。,[],[13_14],[13_14],[5_11_21],[5_11_21]
PSU_180,低价 出手 几 台 dell 和 acer 的 显示器 ， 20-50 $ .,低价 出手 几 台 戴尔 和 宏碁 的 显示器 ， 20-50 $ 。,[],[4_6],[4_6],[9_11_12],[9_10_11_12]
PSU_187,她 叫 jennifer ， 是 访 学 老师 的 家属 ， 为人 可靠 ， 有 意向 的 老师 和 同学 可 放心 联系 。,她 叫 杰尼弗 。,[],[2_3],[2_3],[3_10_13_23],[3]
PSU_191,她 叫 jennifer ， 是 一 位 访 学 老师 的 家属 ， 为人 可靠 ， 有 意向 的 老师 可 放心 联系 。,她 叫 杰尼弗 ， 是 一 位 访 学 老师 的 家属 ， 为人 可靠 ， 有 意向 的 老师 可 放心 联系 。,[],[2_3],[2_3],[3_12_15_23],[3_12_15_23]
PSU_195,led 照明 防 滑板,发光 二极管 照明 防 滑板,[],[0],[0_1],,
PSU_197,公交 是 r 线 或者 rc 到 学校 。,公交 是 r线 或者 rc 到 学校 。,[rc],[2_5],[2_4],[8],[7]
PSU_206,alex 人 很 好 ， 很 有 耐心 ， 教 得 也 非常 细致 ～ 赞 一 个 ！,艾利克斯人 很 好 ， 很 有 耐心 ， 教 得 也 非常 细致 ～ 赞 一 个 ！,[],[0],[0],[4_8_14_18],[3_7_13_17]
PSU_207,alex 人 很好 ！,艾利克斯人 很好 ！,[],[0],[0],[3],[2]
PSU_209,谢谢 alex 的 悉心 指导 ！,谢谢 艾利克斯 的 悉心 指导 ！,[],[1],[1],[5],[5]
PSU_211,alex 人 非常 准时 ， 今天 在 他 这里 一 次 过 ， 车况 也 不错 ， 所以 非常 感谢 他 ！,艾利克斯人 非常 准时 ， 今天 在 他 这里 一 次 过 ， 车况 也 不错 ， 所以 非常 感谢 他 ！,[],[0],[0],[4_12_16_21],[3_11_15_20]
PSU_212,开车 时 注意 的 细节 和 问题 都 说 的 很 详细 ， 对于 考试 的 准备 也 很 专业 ， 考试 时候 考官 说 的 话 和 alex 平时 说 的 一模一样 。,开车 时 注意 的 细节 和 问题 都 说 的 很 详细 ， 对于 考试 的 准备 也 很 专业 ， 考试 时候 考官 说 的 话 和 艾利克斯 平时 说 的 一模一样 。,[],[28],[28],[12_20_33],[12_20_33]
PSU_213,而且 除了 考试 ， alex 也 会 说 汽车 保养 技巧 的 东西 ， 很 实用 。,而且 除了 考试 ， 艾利克斯 也 会 说 汽车 保养 技巧 的 东西 ， 很 实用 。,[],[4],[4],[3_13_16],[3_13_16]
PSU_215,顶 ， alex 连 教官 要 说 什么 考 什么 都 讲 的 非常 清楚 ， 不 愁 考 不过,顶 ， 艾利克斯连 教官 要 说 什么 考 什么 都 讲 的 非常 清楚 ， 不 愁 考 不过,[],[2],[2],[1_15],[1_14]
PSU_216,alex 特别 耐心 而且 十分 周到 。,艾利克斯 特别 耐心 而且 十分 周到 。,[],[0],[0],[6],[6]
PSU_218,alex 教 的 非常 耐心 ， 不断 纠正 我 驾驶 中 的 问题 。,艾利克斯教 的 非常 耐心 ， 不断 纠正 我 驾驶 中 的 问题 。,[],[0],[0],[5_13],[4_12]
PSU_220,alex 师父 非常 有 耐心 、 十分 负责任 。,艾利克斯 师父 非常 有 耐心 、 十分 负责任 。,[],[0],[0],[5_8],[5_8]
PSU_221,以上 各 点 ， alex 全部 满足 。,以上 各 点 ， 艾利克斯 全部 满足 。,[],[4],[4],[3_7],[3_7]
PSU_222,alex 是 个 很 好 的 老师 ， 本人 练 了 六 次 去路 考 顺利 通过 。,艾利克斯 是 个 很 好 的 老师 ， 本人 练 了 六 次 去路 考 顺利 通过 。,[],[0],[0],[7_17],[7_17]
PSU_224,另外 ， alex 对 考试 考点 ， 过程 及 考官 讲到 的 指令 都 很 熟悉 。,另外 ， 艾利克斯 对 考试 考点 ， 过程 及 考官 讲到 的 指令 都 很 熟悉 。,[],[2],[2],[1_6_16],[1_6_16]
PSU_225,我 和 我 妻子 来 美国 后 都 是 跟 alex 学习 开车 的 ， 并且 我们 都 通过 考试 ， 拿到 了 驾照 。,我 和 我 妻子 来 美国 后 都 是 跟 艾利克斯 学习 开车 的 ， 并且 我们 都 通过 考试 ， 拿到 了 驾照 。,[],[10],[10],[14_20_24],[14_20_24]
PSU_226,真心 为 大家 推荐 alex ， 有 他 的 指导 和 帮助 ， 相信 会 顺利 地 通过 考试 。,真心 为 大家 推荐 艾利克斯 ， 有 他 的 指导 和 帮助 ， 相信 会 顺利 地 通过 考试 。,[],[4_5],[4_5],[5_12_19],[5_12_19]
PSU_227,alex 教 的 很 好 ， 总结 出 了 很多 开车 技巧 ， 非常 受用 。,艾利克斯教 的 很 好 ， 总结 出 了 很多 开车 技巧 ， 非常 受用 。,[],[0],[0],[5_12_15],[4_11_14]
